CPU Usage (%),Memory Usage (%),CPU Temperature (°C)
2.5,36.3,71.984
3.5,36.3,71.984
3.0,36.3,71.984
2.3,36.3,71.984
3.0,36.3,73.06
3.8,36.3,71.984
2.8,36.3,71.984
3.0,36.3,71.446
2.8,36.3,71.984
3.3,36.3,71.446
2.7,36.3,71.984
2.8,36.3,71.446
3.3,36.3,71.984
3.3,36.3,71.984
3.5,36.3,71.984
4.9,36.3,71.984
3.5,36.3,71.984
2.8,36.3,73.06
3.0,36.3,72.522
3.8,36.3,70.908
3.5,36.3,71.446
2.8,36.3,71.446
2.8,36.3,71.984
2.8,36.3,72.522
2.3,36.3,71.984
3.5,36.3,71.984
5.0,36.3,71.984
3.0,36.3,71.984
8.4,35.9,72.522
3.3,35.8,72.522
3.0,35.8,71.984
4.7,35.8,71.984
5.3,35.9,71.984
2.5,35.9,71.984
2.8,35.9,71.984
3.3,35.9,72.522
3.3,35.9,71.984
3.0,35.9,73.06
3.5,35.9,71.446
3.8,35.9,71.984
3.0,35.9,71.984
3.5,35.9,70.908
3.3,35.9,70.908
3.3,35.9,71.446
4.3,35.9,71.446
3.3,35.9,71.984
4.0,35.9,71.446
2.3,35.9,71.446
1.8,35.9,71.984
3.5,35.9,71.984
2.3,35.9,71.984
3.5,35.9,71.984
3.5,35.9,71.984
3.5,35.9,71.446
3.5,35.9,71.446
3.5,35.9,71.446
3.5,35.9,71.446
3.3,35.9,71.446
4.2,35.9,71.446
2.8,35.9,70.908
3.7,35.9,71.984
2.8,35.9,71.984
2.5,35.9,71.984
4.0,35.9,70.908
3.8,35.9,71.984
4.5,35.9,71.984
2.5,35.9,71.446
4.3,35.9,70.908
3.3,35.9,70.908
2.5,35.9,70.908
2.5,35.9,71.984
2.8,35.9,71.446
3.3,35.9,71.446
3.3,35.9,70.908
3.0,35.9,71.446
3.5,35.9,71.446
2.5,35.9,71.984
2.8,35.9,70.908
3.8,35.9,71.446
3.5,35.9,70.908
3.8,35.9,70.908
4.0,35.9,70.908
3.8,35.9,70.908
3.3,35.9,70.908
3.3,35.9,70.908
3.8,35.9,70.37
2.8,35.9,70.908
2.3,35.9,71.446
2.8,35.9,70.908
2.8,35.9,70.908
4.0,35.9,70.908
2.3,35.9,70.908
2.8,35.9,70.908
3.5,35.9,70.908
3.3,35.9,70.37
3.3,35.9,70.908
3.0,35.9,70.908
2.0,35.9,70.908
3.3,35.9,71.446
3.0,35.9,70.908
3.3,35.9,70.908
4.0,35.9,71.446
3.5,35.9,70.908
3.3,35.9,70.908
3.5,35.9,70.908
3.0,35.9,70.37
3.0,35.9,70.37
3.8,35.9,70.908
3.3,35.9,70.908
2.5,35.9,70.908
3.5,35.9,70.908
2.5,35.9,70.908
4.0,35.9,70.908
3.5,35.9,70.908
3.5,35.9,70.908
2.8,35.9,70.908
2.5,35.9,70.37
2.8,35.9,70.37
3.0,35.9,70.37
2.8,35.9,69.832
2.5,35.9,70.37
3.8,35.9,69.832
4.5,35.9,69.832
4.2,35.9,70.37
3.5,35.9,70.908
2.5,35.9,70.908
3.3,35.9,70.908
3.5,35.9,69.832
3.3,35.9,69.832
4.0,35.9,69.832
3.8,35.9,69.832
3.5,35.9,69.832
2.5,35.9,69.832
4.5,35.9,69.832
2.8,35.9,70.908
2.8,35.9,69.832
3.0,35.9,70.908
3.7,35.9,70.37
3.0,35.9,69.832
3.0,35.9,70.908
3.0,35.9,70.908
2.8,35.9,69.832
3.0,35.9,69.832
3.3,35.9,69.832
4.0,35.9,70.37
3.3,35.9,69.832
4.1,35.9,69.832
3.0,35.9,69.832
3.3,35.9,69.832
2.3,35.9,70.37
2.8,35.9,70.908
4.0,35.9,70.37
2.8,35.9,69.832
2.5,35.9,69.832
3.8,35.9,69.832
3.7,35.9,69.832
3.8,35.9,69.832
3.7,35.9,69.294
4.7,35.9,69.832
3.3,35.9,69.294
2.8,35.9,70.37
3.8,35.9,69.832
2.0,35.9,70.908
3.3,35.9,69.832
3.0,35.9,69.832
2.8,35.9,70.908
3.3,35.9,68.756
3.5,35.9,69.832
3.3,35.9,69.832
2.3,35.9,69.832
3.0,35.9,69.294
3.0,35.9,69.294
3.5,35.9,69.294
3.8,35.9,69.294
2.8,35.9,70.37
3.7,35.9,70.37
3.0,35.9,69.832
2.8,35.9,69.832
2.5,35.9,69.832
4.0,35.9,69.832
2.5,35.9,69.294
2.8,35.9,69.294
3.5,35.9,69.832
2.8,35.9,69.832
4.5,35.9,70.37
2.0,35.9,70.37
3.0,35.9,70.37
3.5,35.9,70.908
2.8,35.9,69.832
3.5,35.9,69.832
3.0,35.9,69.832
3.3,35.9,69.832
3.3,35.9,69.294
2.5,35.9,70.37
3.5,35.9,69.832
2.8,35.9,69.832
1.5,35.9,69.832
3.5,35.9,70.37
3.2,35.9,69.832
3.3,35.9,69.832
3.8,35.9,69.832
3.5,35.9,69.832
3.8,35.9,69.832
2.8,35.9,69.294
2.3,35.9,69.832
3.5,35.9,69.832
2.5,35.9,69.832
3.5,35.9,70.37
3.3,35.9,69.832
2.0,35.9,69.832
2.8,35.9,69.832
2.5,35.9,70.37
3.5,35.9,69.832
2.3,35.9,69.832
3.0,35.9,69.832
3.0,35.9,69.294
3.5,35.9,69.832
4.0,35.9,69.832
3.5,35.9,69.832
4.0,35.9,69.294
3.3,35.9,69.832
2.5,35.9,69.832
3.0,35.9,69.832
2.5,35.9,69.832
2.8,35.9,70.37
2.8,35.9,69.832
3.2,35.9,69.832
4.0,35.9,69.832
3.0,35.9,69.832
2.5,35.9,68.756
3.0,35.9,69.832
2.3,35.9,70.37
3.3,35.9,70.37
4.2,35.9,69.294
2.3,35.9,69.832
4.0,35.9,69.294
3.5,35.9,69.294
2.8,35.9,69.294
2.8,35.9,69.832
2.5,35.9,69.294
3.5,35.9,69.294
2.8,35.9,69.832
3.5,35.9,69.832
9.8,36.0,70.37
2.3,35.9,70.37
3.5,35.9,70.37
3.1,35.9,69.832
3.2,35.9,70.908
4.5,35.9,69.832
3.3,35.9,69.832
3.0,35.9,69.832
2.3,35.9,69.294
2.8,35.9,69.832
3.3,35.9,69.832
3.0,35.9,69.832
5.6,35.9,69.832
2.3,35.9,69.832
3.3,35.9,69.832
3.3,35.9,69.832
3.0,35.9,69.832
1.5,35.9,70.37
7.1,35.9,70.908
2.8,35.9,70.37
3.8,35.9,70.37
4.0,35.9,70.37
4.3,35.9,69.832
3.3,35.9,69.832
3.3,35.9,69.832
3.3,35.9,69.832
3.5,35.9,69.294
3.0,35.9,68.756
3.0,35.9,69.832
3.0,35.9,69.832
2.3,35.9,70.37
3.3,35.9,69.832
3.3,35.9,69.832
3.5,35.9,69.832
3.0,35.9,69.294
3.0,35.9,68.756
3.3,35.9,69.832
2.8,35.9,69.832
3.3,35.9,69.832
1.8,35.9,69.294
2.5,35.9,69.832
3.2,35.9,69.832
2.0,35.9,69.832
2.8,35.9,69.832
2.7,35.9,69.832
3.2,35.9,69.832
2.0,35.9,69.832
2.5,35.9,69.832
1.8,35.9,70.37
2.5,35.9,69.832
3.0,35.9,69.294
4.2,35.9,69.832
2.3,35.9,69.294
3.0,35.9,69.294
2.0,35.9,69.294
2.3,35.9,69.832
2.0,35.9,70.37
3.3,35.9,69.294
4.0,35.9,69.294
3.3,35.9,69.294
4.5,35.9,69.832
8.8,35.1,69.832
4.3,35.1,69.832
18.3,35.8,70.908
2.0,35.8,70.908
2.8,35.8,70.908
4.8,35.8,70.37
3.5,35.8,69.832
3.0,35.8,69.832
3.0,35.8,69.832
2.8,35.8,69.832
3.3,35.8,70.908
3.0,35.8,70.908
2.5,35.8,70.37
2.3,35.8,70.908
3.5,35.8,70.908
4.5,35.8,69.294
3.0,35.8,69.832
3.3,35.8,70.37
3.0,35.8,70.37
3.5,35.8,69.832
4.3,35.8,70.37
3.7,35.8,70.37
2.5,35.8,70.908
2.8,35.8,69.832
3.5,35.8,69.832
4.0,35.8,69.832
3.3,35.8,69.294
2.8,35.8,70.37
3.5,35.8,69.832
2.8,35.8,69.832
2.3,35.8,70.908
3.5,35.8,70.37
4.0,35.8,70.37
3.5,35.8,70.37
3.0,35.8,69.832
3.3,35.8,69.832
3.5,35.8,69.832
2.8,35.8,69.832
3.0,35.8,69.832
3.5,35.8,70.908
3.3,35.8,69.832
3.5,35.8,70.908
2.5,35.8,69.832
2.5,35.8,70.908
3.0,35.8,70.37
4.2,35.8,69.832
4.0,35.8,70.37
2.8,35.8,70.37
3.8,35.8,70.37
3.5,35.8,69.832
3.5,35.8,69.832
2.5,35.8,69.832
3.3,35.8,69.832
2.5,35.8,70.908
2.8,35.8,69.832
3.5,35.8,70.908
1.5,35.8,70.908
3.0,35.8,69.832
5.3,35.8,69.832
3.7,35.8,69.294
3.5,35.8,69.832
3.0,35.8,69.832
3.2,35.8,69.832
3.0,35.8,70.908
3.0,35.8,70.908
3.5,35.8,70.908
3.7,35.8,70.908
2.8,35.8,70.37
2.8,35.8,69.832
2.3,35.8,69.832
3.8,35.8,69.832
3.8,35.8,69.832
3.3,35.8,69.832
3.5,35.8,70.37
2.8,35.8,70.37
3.0,35.8,70.37
3.0,35.8,70.37
3.2,35.8,70.908
3.7,35.8,70.908
3.5,35.8,69.832
5.5,35.8,70.37
3.5,35.8,69.832
2.3,35.8,70.37
3.7,35.8,70.908
2.8,35.8,70.908
2.3,35.8,70.908
3.5,35.8,70.37
3.3,35.8,69.832
3.8,35.8,69.832
3.0,35.8,70.37
3.0,35.8,69.832
4.3,35.8,69.832
4.2,35.8,69.294
2.8,35.8,69.832
4.0,35.8,69.832
3.5,35.8,70.37
4.7,35.8,69.832
3.5,35.8,69.832
3.8,35.8,69.832
2.8,35.8,69.294
2.5,35.8,70.37
3.3,35.8,70.37
2.0,35.8,70.908
2.8,35.8,70.908
4.0,35.8,69.294
2.5,35.8,70.37
3.0,35.8,69.832
3.0,35.8,69.832
4.2,35.8,69.832
4.0,35.8,70.908
2.5,35.8,70.908
3.0,35.8,70.908
2.3,35.8,70.908
3.0,35.8,69.832
2.8,35.8,71.446
2.5,35.8,70.37
2.5,35.8,70.37
2.8,35.8,69.832
11.7,35.9,70.908
3.8,35.9,70.908
2.5,35.9,70.908
3.3,35.9,69.832
2.3,35.9,70.908
2.5,35.9,70.908
3.0,35.9,70.908
3.0,35.9,70.908
3.0,35.9,70.37
2.5,35.9,70.37
2.3,35.9,70.908
3.8,35.9,70.37
5.0,35.9,70.908
3.0,35.9,70.908
3.5,35.9,70.37
2.5,35.9,70.908
3.7,35.9,70.908
7.3,35.9,70.908
3.0,35.9,70.37
3.8,35.9,71.446
2.5,35.9,70.908
3.3,35.9,70.37
2.5,35.9,70.908
16.2,36.2,71.446
7.6,36.3,70.908
2.8,36.3,71.446
3.5,36.3,70.908
3.5,36.3,70.908
3.7,36.3,70.908
4.3,36.3,70.37
2.8,36.3,70.37
3.3,36.3,70.37
3.3,36.3,70.37
3.7,36.3,70.37
3.5,36.3,70.37
4.0,36.3,70.908
3.5,36.3,70.908
2.5,36.3,70.908
2.8,36.3,70.908
3.0,36.3,71.446
3.3,36.3,70.908
2.5,36.3,70.908
3.0,36.3,70.908
3.2,36.3,69.832
3.3,36.3,70.37
4.0,36.3,70.37
3.3,36.3,70.908
2.8,36.3,70.908
3.7,36.3,70.908
3.0,36.3,70.37
3.0,36.3,70.37
3.8,36.3,70.37
3.5,36.3,70.908
3.7,36.3,70.908
2.8,36.3,70.908
4.0,36.3,70.908
2.8,36.3,70.37
3.3,36.3,69.832
2.8,36.3,70.37
3.6,36.3,70.37
4.8,36.3,69.832
3.0,36.3,70.37
3.5,36.3,69.832
3.8,36.3,70.37
2.8,36.3,70.37
3.5,36.3,70.908
2.5,36.3,70.908
2.6,36.3,70.908
3.3,36.3,70.37
2.8,36.3,70.37
3.3,36.3,70.37
3.0,36.3,69.832
3.5,36.3,69.832
2.8,36.3,70.908
2.0,36.3,70.908
2.8,36.3,70.908
3.3,36.3,70.908
3.3,36.3,70.908
2.3,36.3,70.908
3.7,36.3,70.908
2.8,36.3,69.832
4.5,36.3,70.37
3.0,36.3,70.908
3.7,36.3,70.908
2.5,36.3,70.908
2.5,36.3,70.908
4.0,36.3,70.908
4.3,36.3,70.908
4.0,36.3,69.832
3.7,36.3,70.908
2.8,36.3,70.908
3.5,36.3,70.908
3.7,36.3,70.908
4.0,36.3,70.908
4.5,36.3,70.908
3.3,36.3,70.908
2.8,36.3,70.37
2.8,36.3,70.908
4.2,36.3,70.908
2.3,36.3,70.37
3.5,36.3,69.832
2.8,36.3,70.37
3.3,36.3,70.908
2.8,36.3,70.908
2.8,36.3,70.908
2.5,36.3,70.37
2.5,36.3,69.832
3.5,36.3,70.37
3.0,36.3,70.37
2.5,36.3,70.908
4.0,36.3,70.908
2.8,36.3,70.908
2.8,36.3,70.908
3.3,36.3,71.446
4.2,36.3,70.908
2.8,36.3,70.908
4.7,36.3,70.908
2.8,36.3,70.908
3.0,36.3,70.908
4.3,36.3,70.37
2.5,36.3,70.908
3.0,36.3,70.908
3.5,36.3,70.908
3.0,36.3,70.908
3.0,36.3,70.37
3.5,36.3,70.908
4.3,36.3,70.908
2.5,36.3,70.37
3.3,36.3,69.832
3.7,36.3,70.908
4.0,36.3,70.908
4.0,36.3,70.908
2.3,36.3,70.908
3.7,36.3,71.446
3.0,36.3,70.908
4.7,36.3,70.908
3.8,36.3,70.908
2.8,36.3,69.832
2.8,36.3,70.37
2.8,36.3,70.37
2.5,36.3,70.908
3.3,36.3,70.908
3.5,36.3,70.908
3.0,36.3,70.908
3.7,36.3,71.446
3.0,36.3,70.908
3.5,36.3,70.908
2.5,36.3,70.37
3.0,36.3,70.908
4.3,36.3,70.908
3.3,36.3,70.908
3.0,36.3,70.908
2.8,36.3,70.908
4.0,36.3,70.908
2.8,36.3,70.908
2.5,36.3,70.908
3.8,36.3,70.908
2.3,36.3,69.832
3.0,36.3,70.37
3.5,36.3,70.37
3.5,36.3,70.37
2.5,36.3,69.832
3.0,36.3,70.37
3.8,36.3,70.37
3.8,36.3,69.832
2.8,36.3,69.832
4.0,36.3,69.832
2.8,36.3,70.37
3.5,36.3,70.908
4.5,36.3,69.832
3.3,36.3,70.37
3.0,36.3,70.37
2.8,36.3,70.37
3.3,36.3,70.908
3.3,36.3,70.37
3.0,36.3,69.832
3.3,36.3,70.37
2.8,36.3,70.37
3.2,36.3,70.37
4.8,36.3,70.908
3.0,36.3,70.37
3.0,36.3,70.908
3.5,36.3,70.908
2.8,36.3,70.908
3.8,36.3,70.908
3.3,36.3,70.908
3.0,36.3,70.908
3.3,36.3,70.908
2.8,36.3,70.908
3.3,36.3,70.908
3.3,36.3,70.908
3.5,36.3,70.908
3.7,36.3,70.908
3.2,36.3,70.908
2.6,36.3,70.908
3.0,36.3,70.908
2.5,36.3,70.908
3.8,36.3,70.908
4.7,36.3,70.37
3.8,36.3,70.908
4.3,36.3,70.908
4.0,36.3,70.37
3.8,36.3,70.908
2.5,36.3,70.908
2.8,36.3,70.908
3.3,36.3,70.37
3.2,36.3,71.446
3.0,36.3,70.908
3.0,36.3,70.908
3.5,36.3,70.908
2.8,36.3,70.908
3.0,36.3,70.908
3.8,36.3,70.37
3.0,36.3,70.908
2.5,36.3,70.908
2.8,36.3,70.908
3.0,36.3,70.908
3.3,36.3,70.908
3.0,36.3,70.908
4.0,36.3,70.908
2.5,36.3,70.908
3.0,36.3,70.908
3.3,36.3,70.908
3.0,36.3,70.37
3.5,36.3,70.37
3.8,36.3,70.37
3.0,36.3,70.908
3.3,36.3,70.908
4.5,36.3,70.908
3.3,36.3,70.37
3.3,36.3,70.37
3.0,36.3,70.37
3.0,36.3,69.832
3.0,36.3,70.908
2.8,36.3,70.37
3.0,36.3,70.37
3.0,36.3,70.37
2.8,36.3,70.908
4.3,36.3,70.908
3.7,36.3,70.37
4.5,36.3,70.908
4.2,36.3,70.908
2.8,36.3,70.908
3.5,36.3,70.908
2.8,36.3,71.446
3.5,36.3,70.908
3.7,36.3,70.908
2.8,36.3,70.908
3.5,36.3,70.908
3.5,36.3,70.37
3.5,36.3,70.37
3.0,36.3,69.832
3.0,36.3,70.37
2.8,36.3,70.908
3.7,36.3,70.908
3.3,36.3,70.908
3.0,36.3,70.908
4.2,36.3,69.832
3.5,36.3,70.908
3.0,36.3,70.37
5.5,36.3,70.37
3.8,36.3,70.37
3.3,36.3,70.908
3.5,36.3,70.908
4.2,36.3,70.908
3.0,36.3,70.908
3.0,36.3,70.908
2.0,36.3,70.908
2.8,36.3,70.908
3.5,36.3,70.37
4.0,36.3,70.37
2.3,36.3,70.908
2.8,36.3,70.908
3.3,36.3,70.908
3.5,36.3,70.908
2.8,36.3,70.908
3.0,36.3,70.908
3.5,36.3,70.37
3.3,36.3,70.908
3.5,36.3,70.908
3.3,36.3,71.446
3.5,36.3,71.446
2.8,36.3,70.908
3.0,36.3,70.37
4.0,36.3,70.908
4.0,36.3,70.37
4.0,36.3,70.37
2.0,36.3,70.908
3.5,36.3,70.908
2.8,36.3,70.908
2.5,36.3,70.908
3.8,36.3,70.908
4.0,36.3,70.37
3.5,36.3,69.832
3.5,36.3,70.37
3.3,36.3,69.832
3.0,36.3,70.908
3.0,36.3,70.908
12.8,36.4,71.446
2.8,36.4,70.908
2.3,36.4,70.908
3.3,36.4,71.446
2.5,36.4,70.908
3.5,36.4,70.908
3.0,36.4,70.908
2.5,36.4,70.908
2.8,36.4,70.908
3.2,36.4,70.37
2.0,36.4,70.908
3.3,36.4,70.908
3.8,36.4,71.446
5.0,36.4,70.908
2.8,36.4,70.908
2.3,36.4,70.908
3.5,36.4,70.908
2.8,36.4,70.908
4.5,36.4,71.446
9.6,36.4,70.908
3.8,36.4,70.908
4.8,36.4,70.908
2.5,36.4,70.908
4.0,36.4,70.37
4.0,36.4,70.908
3.5,36.4,70.908
3.5,36.4,70.908
3.0,36.4,70.908
3.0,36.4,71.446
3.5,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.908
3.3,36.4,70.37
3.0,36.4,70.37
2.8,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.908
3.3,36.4,71.446
2.8,36.4,70.908
3.3,36.4,70.908
3.5,36.4,70.908
2.8,36.4,70.908
4.5,36.4,70.908
3.5,36.4,70.908
3.5,36.4,70.908
4.0,36.4,70.908
4.2,36.4,70.37
3.0,36.4,69.832
3.0,36.4,70.908
4.2,36.4,70.37
3.8,36.4,69.832
3.5,36.4,70.908
4.0,36.4,70.908
3.0,36.4,70.908
3.8,36.4,70.908
3.3,36.4,70.908
2.3,36.4,70.908
5.0,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
3.8,36.4,70.908
2.0,36.4,70.908
4.3,36.4,70.37
2.8,36.4,70.37
2.5,36.4,70.908
3.5,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
2.0,36.4,70.908
3.3,36.4,70.908
3.8,36.4,70.908
2.8,36.4,70.908
3.7,36.4,70.908
3.5,36.4,70.908
2.8,36.4,70.908
3.5,36.4,70.908
3.0,36.4,70.908
3.8,36.4,70.908
2.8,36.4,70.908
3.8,36.4,70.37
3.0,36.4,70.908
3.5,36.4,70.37
4.0,36.4,70.908
3.5,36.4,70.908
2.5,36.4,70.908
4.7,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.908
3.3,36.4,70.908
3.7,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.908
3.0,36.4,69.832
2.8,36.4,70.908
2.5,36.4,71.446
4.0,36.4,71.984
3.0,36.4,71.446
3.5,36.4,71.446
3.8,36.4,70.37
2.5,36.4,70.908
3.8,36.4,70.908
3.0,36.4,70.37
4.0,36.4,70.908
2.8,36.4,70.37
2.8,36.4,70.908
4.0,36.4,70.908
2.0,36.4,71.446
2.5,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.908
2.3,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.37
4.2,36.4,70.37
3.5,36.4,70.908
3.7,36.4,70.908
4.3,36.4,70.37
4.0,36.4,70.908
4.0,36.4,71.446
3.3,36.4,71.446
3.5,36.4,70.37
4.0,36.4,70.908
4.8,36.4,70.908
4.5,36.4,70.37
2.3,36.4,70.908
4.3,36.4,70.37
1.5,36.4,70.908
3.5,36.4,70.37
2.8,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
4.0,36.4,70.908
4.0,36.4,70.37
4.0,36.4,70.908
3.3,36.4,70.908
2.3,36.4,70.37
3.0,36.4,70.908
4.0,36.4,69.832
4.0,36.4,70.908
3.8,36.4,70.37
4.2,36.4,70.908
3.3,36.4,70.908
2.8,36.4,70.908
2.3,36.4,70.908
2.0,36.4,70.908
2.8,36.4,70.908
2.0,36.4,70.908
3.3,36.4,71.984
3.7,36.4,71.446
2.6,36.4,71.446
2.8,36.4,70.908
3.5,36.4,69.832
3.5,36.4,70.37
3.2,36.4,70.908
4.5,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.908
3.0,36.4,70.908
4.5,36.4,70.908
4.0,36.4,70.908
3.5,36.4,70.908
5.2,36.4,70.37
3.0,36.4,70.908
3.8,36.4,70.37
3.3,36.4,70.37
3.0,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.908
3.0,36.4,70.908
4.0,36.4,70.908
2.5,36.4,70.908
5.0,36.4,70.37
3.0,36.4,70.908
3.5,36.4,70.37
4.0,36.4,70.37
3.7,36.4,70.37
3.5,36.4,69.832
3.3,36.4,70.908
3.0,36.4,70.37
3.7,36.4,70.37
3.2,36.4,70.908
4.2,36.4,70.908
2.8,36.4,70.908
4.0,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.37
3.3,36.4,70.37
2.3,36.4,70.908
3.5,36.4,70.908
4.2,36.4,70.908
2.5,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.908
4.0,36.4,70.908
3.5,36.4,70.908
4.5,36.4,70.908
2.3,36.4,70.908
3.3,36.4,70.37
4.0,36.4,70.37
3.5,36.4,70.908
3.2,36.4,70.908
2.5,36.4,70.908
3.0,36.4,70.908
2.5,36.4,71.446
4.0,36.4,71.446
4.0,36.4,70.908
2.8,36.4,71.446
3.0,36.4,70.908
3.0,36.4,70.37
2.5,36.4,70.37
3.3,36.4,70.908
3.5,36.4,70.908
2.5,36.4,70.908
2.5,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
3.8,36.4,70.908
5.2,36.4,70.908
3.5,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.37
4.2,36.4,70.37
2.8,36.4,70.908
3.2,36.4,70.908
3.8,36.4,70.908
3.8,36.4,70.908
4.0,36.4,70.908
3.5,36.4,70.37
3.3,36.4,70.908
3.5,36.4,70.908
3.8,36.4,70.37
4.0,36.4,70.908
3.0,36.4,70.37
3.0,36.4,70.37
3.3,36.4,70.908
3.0,36.4,70.908
2.8,36.4,70.908
3.8,36.4,70.908
3.3,36.4,69.832
4.2,36.4,70.37
3.5,36.4,70.908
3.7,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.37
3.3,36.4,70.908
2.5,36.4,70.37
3.2,36.4,70.908
3.5,36.4,70.908
3.7,36.4,69.832
3.5,36.4,70.37
3.8,36.4,69.832
3.0,36.4,70.37
3.5,36.4,70.37
2.8,36.4,70.908
2.5,36.4,70.908
4.0,36.4,70.908
3.7,36.4,70.908
2.8,36.4,70.908
4.0,36.4,70.908
3.5,36.4,70.908
4.0,36.4,70.908
4.0,36.4,70.37
2.6,36.4,70.908
3.0,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.37
2.5,36.4,70.908
3.5,36.4,70.908
2.8,36.4,70.908
3.0,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.908
4.7,36.4,70.908
2.5,36.4,70.908
3.3,36.4,70.908
3.7,36.4,70.908
3.5,36.4,70.908
4.0,36.4,70.37
3.5,36.4,69.832
3.0,36.4,70.908
2.8,36.4,70.908
3.0,36.4,70.908
2.5,36.4,70.908
3.0,36.4,70.908
2.5,36.4,71.446
4.3,36.4,70.908
3.5,36.4,71.446
3.3,36.4,70.908
4.2,36.4,70.908
3.0,36.4,70.908
4.0,36.4,70.908
4.0,36.4,70.908
3.8,36.4,70.908
2.3,36.4,71.446
2.8,36.4,70.908
3.5,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.908
3.7,36.4,70.908
2.0,36.4,71.446
3.8,36.4,70.908
2.5,36.4,70.908
4.0,36.4,70.908
5.4,36.4,70.908
3.3,36.4,70.37
2.5,36.4,70.37
3.3,36.4,70.908
2.6,36.4,70.908
3.0,36.4,70.908
4.5,36.4,71.446
3.3,36.4,70.908
2.3,36.4,70.908
4.3,36.4,70.908
3.5,36.4,70.908
2.5,36.4,70.908
4.3,36.4,70.908
2.5,36.4,70.908
4.2,36.4,70.908
3.3,36.4,70.908
2.3,36.4,70.908
2.3,36.4,70.908
2.8,36.4,71.446
3.3,36.4,70.908
3.7,36.4,71.984
2.8,36.4,71.446
3.8,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.908
3.8,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.908
3.3,36.4,71.446
3.5,36.4,70.908
4.2,36.4,70.908
3.3,36.4,70.908
3.0,36.4,71.446
4.5,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.908
4.2,36.4,70.908
4.5,36.4,70.908
4.0,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.908
3.0,36.4,70.908
5.3,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.908
4.0,36.4,71.446
2.3,36.4,70.908
2.0,36.4,71.446
3.0,36.4,70.908
4.6,36.4,70.908
2.0,36.4,71.446
2.8,36.4,70.908
3.5,36.4,71.446
3.5,36.4,70.908
2.5,36.4,70.908
4.5,36.4,71.446
3.5,36.4,70.908
3.8,36.4,71.446
3.7,36.4,70.908
2.8,36.4,71.446
4.0,36.4,70.908
3.3,36.4,70.908
3.5,36.4,70.908
2.5,36.4,70.908
3.8,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.37
4.1,36.4,70.908
3.3,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.908
2.8,36.4,71.984
3.3,36.4,70.908
2.8,36.4,70.908
2.5,36.4,70.908
3.0,36.4,70.908
2.5,36.4,70.37
3.3,36.4,70.908
3.3,36.4,70.908
2.8,36.4,70.37
2.5,36.4,70.908
3.5,36.4,70.908
2.5,36.4,71.446
2.3,36.4,71.446
2.8,36.4,70.908
3.3,36.4,70.908
2.8,36.4,70.908
3.8,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.908
3.8,36.4,70.908
3.5,36.4,70.908
3.5,36.4,70.37
4.9,36.4,70.908
2.8,36.4,71.446
4.0,36.4,70.908
4.5,36.4,71.446
3.0,36.4,70.908
3.3,36.4,71.446
4.0,36.4,70.908
2.6,36.4,70.908
2.5,36.4,70.908
3.8,36.4,70.908
3.8,36.4,70.908
3.0,36.4,70.908
4.1,36.4,70.908
4.9,36.4,70.908
2.5,36.4,71.446
1.5,36.4,71.446
2.5,36.4,70.908
3.5,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
4.3,36.4,70.908
3.0,36.4,70.908
3.5,36.4,70.908
4.0,36.4,70.37
3.5,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.908
4.0,36.4,70.908
3.3,36.4,70.908
2.5,36.4,70.37
4.0,36.4,70.908
3.0,36.4,70.908
3.5,36.4,70.908
4.5,36.4,70.908
2.8,36.4,70.908
4.3,36.4,70.908
3.5,36.4,70.37
4.2,36.4,70.37
4.0,36.4,70.908
